Starting training for 200 epochs...
Total batches per epoch: 1299
Using device: mps

Epoch [1/200]
  Batch [0/1299] D_loss: -2.1530, G_loss: 1.0039
  Batch [480/1299] D_loss: -0.1204, G_loss: -0.5119
  Batch [490/1299] D_loss: -0.3703, G_loss: 0.3630
  Batch [500/1299] D_loss: -0.2565, G_loss: 0.7822
  Batch [510/1299] D_loss: -0.6967, G_loss: -1.5627
  Batch [520/1299] D_loss: -0.6802, G_loss: -0.1088
  Batch [530/1299] D_loss: -0.1392, G_loss: -0.2994
  Batch [540/1299] D_loss: -0.2821, G_loss: -0.7169
  Batch [550/1299] D_loss: 0.0275, G_loss: 0.5328
  Batch [560/1299] D_loss: -0.3458, G_loss: -0.3087
  Batch [570/1299] D_loss: -0.3065, G_loss: 0.3734
  Batch [580/1299] D_loss: -0.2677, G_loss: -0.1117
  Batch [590/1299] D_loss: -0.6075, G_loss: 1.4193
  Batch [600/1299] D_loss: -0.7954, G_loss: 1.0890
  Batch [610/1299] D_loss: -0.4190, G_loss: 0.0509
  Batch [620/1299] D_loss: -0.3391, G_loss: -0.2664
  Batch [630/1299] D_loss: -0.3096, G_loss: -0.9395
  Batch [640/1299] D_loss: -0.1032, G_loss: -0.4226
  Batch [650/1299] D_loss: -0.4576, G_loss: -0.4829
  Batch [660/1299] D_loss: -0.6235, G_loss: -0.5259
  Batch [670/1299] D_loss: -0.3256, G_loss: 0.3181
  Batch [680/1299] D_loss: -0.4124, G_loss: 0.0853
  Batch [690/1299] D_loss: -0.4850, G_loss: -1.0193
  Batch [700/1299] D_loss: -0.8916, G_loss: 0.8327
  Batch [710/1299] D_loss: -0.2274, G_loss: -1.7283
  Batch [720/1299] D_loss: -0.5463, G_loss: 1.4386
  Batch [730/1299] D_loss: -0.1317, G_loss: 0.5524
  Batch [740/1299] D_loss: -0.5531, G_loss: 0.7161
  Batch [750/1299] D_loss: -0.4769, G_loss: -1.2724
  Batch [760/1299] D_loss: -0.2543, G_loss: 1.6774
  Batch [770/1299] D_loss: 0.2247, G_loss: 0.8969
  Batch [780/1299] D_loss: -0.2297, G_loss: -1.0956
  Batch [790/1299] D_loss: -0.1545, G_loss: -1.4101
  Batch [800/1299] D_loss: -0.5397, G_loss: -0.9546
  Batch [810/1299] D_loss: -0.2794, G_loss: 0.8203
  Batch [820/1299] D_loss: -0.2176, G_loss: 1.1660
  Batch [830/1299] D_loss: -0.7580, G_loss: 0.5058
  Batch [840/1299] D_loss: -0.1183, G_loss: -1.3881
  Batch [850/1299] D_loss: -0.1113, G_loss: -0.7743
  Batch [860/1299] D_loss: -0.1935, G_loss: 0.8722
  Batch [870/1299] D_loss: -0.1547, G_loss: 0.0162
  Batch [880/1299] D_loss: -0.4218, G_loss: 0.8586
  Batch [890/1299] D_loss: -0.4437, G_loss: 0.1059
  Batch [900/1299] D_loss: -0.8693, G_loss: -0.4966
  Batch [910/1299] D_loss: -0.1928, G_loss: 0.0850
  Batch [920/1299] D_loss: -0.6649, G_loss: -0.7331
  Batch [930/1299] D_loss: -0.1661, G_loss: -0.7414
  Batch [940/1299] D_loss: -0.2423, G_loss: -1.2041
  Batch [950/1299] D_loss: -0.5131, G_loss: 0.4978
  Batch [960/1299] D_loss: -0.1135, G_loss: -0.4355
  Batch [970/1299] D_loss: -0.3723, G_loss: -0.1565
  Batch [980/1299] D_loss: -0.3617, G_loss: -0.4028
  Batch [990/1299] D_loss: -0.1693, G_loss: -1.2634
  Batch [1000/1299] D_loss: -0.4707, G_loss: 1.2550
  Batch [1010/1299] D_loss: -0.4019, G_loss: 0.0620
  Batch [1020/1299] D_loss: -0.8578, G_loss: -2.1004
  Batch [1030/1299] D_loss: -0.3404, G_loss: 0.2749
  Batch [1040/1299] D_loss: -0.3653, G_loss: -0.7492
  Batch [1050/1299] D_loss: -0.6828, G_loss: 1.0055
  Batch [1060/1299] D_loss: -0.0006, G_loss: 0.5542
  Batch [1070/1299] D_loss: -0.4860, G_loss: -0.9161
  Batch [1080/1299] D_loss: -0.5599, G_loss: -0.1337
  Batch [1090/1299] D_loss: -0.8196, G_loss: 0.1767
  Batch [1100/1299] D_loss: -0.4870, G_loss: -1.2649
  Batch [1110/1299] D_loss: -0.3930, G_loss: 0.8156
  Batch [1120/1299] D_loss: -0.3540, G_loss: 0.2173
  Batch [1130/1299] D_loss: -0.3923, G_loss: 0.4026
  Batch [1140/1299] D_loss: -0.4078, G_loss: 0.2862
  Batch [1150/1299] D_loss: -0.2100, G_loss: -0.9946
  Batch [1160/1299] D_loss: -0.9078, G_loss: 0.7612
  Batch [1170/1299] D_loss: -0.8701, G_loss: -1.5355
  Batch [1180/1299] D_loss: -0.2618, G_loss: 0.3506
  Batch [1190/1299] D_loss: -0.3688, G_loss: 0.3055
  Batch [1200/1299] D_loss: -0.3035, G_loss: 0.0856
  Batch [1210/1299] D_loss: -0.7578, G_loss: 1.2182
  Batch [1220/1299] D_loss: -0.4884, G_loss: 0.7428
  Batch [1230/1299] D_loss: -0.3294, G_loss: -0.0562
  Batch [1240/1299] D_loss: -0.4874, G_loss: 0.3076
  Batch [1250/1299] D_loss: -0.4226, G_loss: -0.4830
  Batch [1260/1299] D_loss: -0.0745, G_loss: -0.5262
  Batch [1270/1299] D_loss: -0.1367, G_loss: 0.0384
  Batch [1280/1299] D_loss: -0.5260, G_loss: 0.9433
  Batch [1290/1299] D_loss: -0.0646, G_loss: 0.9573

Epoch 50 Summary:
  Average D_loss: -0.1878
  Average G_loss: -0.0013

Epoch [51/200]
  Batch [0/1299] D_loss: -0.3694, G_loss: -0.5910
  Batch [10/1299] D_loss: -0.9125, G_loss: 0.9001
  Batch [20/1299] D_loss: -0.4956, G_loss: -0.6320
  Batch [30/1299] D_loss: -0.2346, G_loss: 0.7814
  Batch [40/1299] D_loss: -0.3676, G_loss: -0.2792
  Batch [50/1299] D_loss: -0.7561, G_loss: -0.3550
  Batch [60/1299] D_loss: -1.0516, G_loss: 1.4553
  Batch [70/1299] D_loss: -0.1830, G_loss: -0.2901
  Batch [80/1299] D_loss: -0.2985, G_loss: 0.4282
  Batch [90/1299] D_loss: -0.2979, G_loss: 0.6973
  Batch [100/1299] D_loss: -0.5114, G_loss: -0.8162
  Batch [110/1299] D_loss: -0.3467, G_loss: 0.0304
  Batch [120/1299] D_loss: -0.4700, G_loss: 0.6108
  Batch [130/1299] D_loss: -0.3587, G_loss: -0.8013
  Batch [140/1299] D_loss: -0.2598, G_loss: -0.2743
  Batch [150/1299] D_loss: -0.3610, G_loss: -0.2712
  Batch [160/1299] D_loss: -0.2944, G_loss: 0.5090
  Batch [170/1299] D_loss: -0.1465, G_loss: -1.2689
  Batch [180/1299] D_loss: -0.3200, G_loss: -1.7811
  Batch [190/1299] D_loss: -0.6866, G_loss: -0.2788
  Batch [200/1299] D_loss: -0.6952, G_loss: 2.7315
  Batch [210/1299] D_loss: -0.2584, G_loss: 1.5380
  Batch [220/1299] D_loss: -0.3528, G_loss: 0.7235
  Batch [230/1299] D_loss: -0.3032, G_loss: 0.7834
  Batch [240/1299] D_loss: -0.6478, G_loss: 0.9289
  Batch [250/1299] D_loss: -0.3630, G_loss: -0.8901
  Batch [260/1299] D_loss: -0.4095, G_loss: 0.0449
  Batch [270/1299] D_loss: -0.1298, G_loss: -0.3802
  Batch [280/1299] D_loss: -0.0757, G_loss: 0.3054
  Batch [290/1299] D_loss: 0.0103, G_loss: -0.8476
  Batch [300/1299] D_loss: -0.7697, G_loss: -0.9989
  Batch [310/1299] D_loss: -0.3351, G_loss: 0.9092
  Batch [320/1299] D_loss: -0.6332, G_loss: 0.8617
  Batch [330/1299] D_loss: -0.3893, G_loss: -0.1450
  Batch [340/1299] D_loss: -0.3141, G_loss: -0.3982
  Batch [350/1299] D_loss: -0.4294, G_loss: -0.7362
  Batch [360/1299] D_loss: -0.3472, G_loss: -0.3770
  Batch [370/1299] D_loss: -0.4315, G_loss: -1.5097
  Batch [380/1299] D_loss: -0.3904, G_loss: 0.8087
  Batch [390/1299] D_loss: -0.3038, G_loss: -0.6644
  Batch [400/1299] D_loss: -0.3179, G_loss: -0.0721
  Batch [410/1299] D_loss: -0.4191, G_loss: 0.4812
  Batch [420/1299] D_loss: -0.1712, G_loss: -0.8066
  Batch [430/1299] D_loss: -0.3838, G_loss: 0.7721
  Batch [440/1299] D_loss: -0.2257, G_loss: -1.5286
  Batch [450/1299] D_loss: -0.5497, G_loss: -0.7039
  Batch [460/1299] D_loss: -0.5484, G_loss: 1.0136
  Batch [470/1299] D_loss: 0.0131, G_loss: -0.2056
  Batch [480/1299] D_loss: -0.3314, G_loss: 0.2129
  Batch [490/1299] D_loss: -0.4955, G_loss: -0.0560
  Batch [500/1299] D_loss: -0.4020, G_loss: 0.5410
  Batch [510/1299] D_loss: -0.2333, G_loss: 0.3077
  Batch [520/1299] D_loss: -0.1166, G_loss: 0.4629
  Batch [530/1299] D_loss: -0.2991, G_loss: -0.4184
  Batch [540/1299] D_loss: -1.3632, G_loss: -1.0627
  Batch [550/1299] D_loss: -0.8978, G_loss: -0.8856
  Batch [560/1299] D_loss: -0.2477, G_loss: 0.1286
  Batch [570/1299] D_loss: -0.1204, G_loss: -0.1060
  Batch [580/1299] D_loss: -0.5169, G_loss: 0.6678
  Batch [590/1299] D_loss: -0.1907, G_loss: -1.6423
  Batch [600/1299] D_loss: -0.3688, G_loss: -1.5615
  Batch [610/1299] D_loss: 0.1153, G_loss: -0.4547
  Batch [620/1299] D_loss: -0.0106, G_loss: 1.1297
  Batch [630/1299] D_loss: -0.2979, G_loss: -0.5742
  Batch [640/1299] D_loss: -0.2153, G_loss: 1.3887
  Batch [650/1299] D_loss: -0.1745, G_loss: -0.5489
  Batch [660/1299] D_loss: -0.2638, G_loss: -0.2574
  Batch [670/1299] D_loss: -0.2986, G_loss: 0.6487
  Batch [680/1299] D_loss: -0.4173, G_loss: 0.6501
  Batch [690/1299] D_loss: -0.3386, G_loss: 0.6541
  Batch [700/1299] D_loss: -0.5489, G_loss: -0.4169
  Batch [710/1299] D_loss: -0.3932, G_loss: 0.8793
  Batch [720/1299] D_loss: -0.6470, G_loss: 0.9107
  Batch [730/1299] D_loss: -0.4304, G_loss: 0.2937
  Batch [740/1299] D_loss: -0.3659, G_loss: 0.1749
  Batch [750/1299] D_loss: -0.5898, G_loss: 0.1321
  Batch [760/1299] D_loss: -0.3132, G_loss: 0.1247
  Batch [770/1299] D_loss: -0.1645, G_loss: 0.5791
  Batch [780/1299] D_loss: -0.3902, G_loss: -0.3105
  Batch [790/1299] D_loss: -0.2791, G_loss: 1.3768
  Batch [800/1299] D_loss: -0.4386, G_loss: -0.5559
  Batch [810/1299] D_loss: -0.1955, G_loss: 0.3397
  Batch [820/1299] D_loss: -0.2862, G_loss: -0.0066
  Batch [830/1299] D_loss: -0.6903, G_loss: -1.5988
  Batch [840/1299] D_loss: -0.4167, G_loss: 0.7649
  Batch [850/1299] D_loss: -0.2821, G_loss: 0.8573
  Batch [860/1299] D_loss: -0.3015, G_loss: 0.0029
  Batch [870/1299] D_loss: -0.4727, G_loss: -0.1764
  Batch [880/1299] D_loss: -0.4058, G_loss: -0.4949
  Batch [890/1299] D_loss: -0.3142, G_loss: 0.2069
  Batch [900/1299] D_loss: -0.4922, G_loss: -1.3445
  Batch [910/1299] D_loss: -0.4609, G_loss: 0.5444
  Batch [920/1299] D_loss: -0.1919, G_loss: 0.0326
  Batch [930/1299] D_loss: -0.2594, G_loss: 0.0034
  Batch [940/1299] D_loss: -0.1284, G_loss: 0.4512
  Batch [950/1299] D_loss: -0.3849, G_loss: -0.9989
  Batch [960/1299] D_loss: -0.3256, G_loss: 1.9337
  Batch [970/1299] D_loss: -0.3282, G_loss: 0.4053
  Batch [980/1299] D_loss: -0.1449, G_loss: -0.4500
  Batch [990/1299] D_loss: -0.3797, G_loss: 1.3735
  Batch [1000/1299] D_loss: -0.1218, G_loss: -0.5733
  Batch [1010/1299] D_loss: -0.2242, G_loss: -0.0115
  Batch [1020/1299] D_loss: -0.2082, G_loss: 0.2950
  Batch [1030/1299] D_loss: -0.2048, G_loss: 0.0944
  Batch [1040/1299] D_loss: -0.4460, G_loss: -0.8378
  Batch [1050/1299] D_loss: -0.1792, G_loss: -1.3785
  Batch [1060/1299] D_loss: -0.4666, G_loss: 0.9056
  Batch [1070/1299] D_loss: -0.3401, G_loss: -0.2065
  Batch [1080/1299] D_loss: -0.4501, G_loss: 1.3705
  Batch [1090/1299] D_loss: -0.2864, G_loss: 0.3992
  Batch [1100/1299] D_loss: -0.2922, G_loss: -1.1051
  Batch [1110/1299] D_loss: -0.1187, G_loss: -0.2170
  Batch [1120/1299] D_loss: -0.1674, G_loss: 0.6350
  Batch [1130/1299] D_loss: -0.3108, G_loss: 0.0472
  Batch [1140/1299] D_loss: -0.3941, G_loss: -0.3974
  Batch [1150/1299] D_loss: -0.5377, G_loss: -0.9736
  Batch [1160/1299] D_loss: -0.3458, G_loss: 0.6119
  Batch [1170/1299] D_loss: -0.9273, G_loss: 1.5739
  Batch [1180/1299] D_loss: -0.3339, G_loss: -0.4900
  Batch [1190/1299] D_loss: -0.4647, G_loss: -1.5408
  Batch [1200/1299] D_loss: -0.3528, G_loss: 1.0188
  Batch [1210/1299] D_loss: -0.4329, G_loss: 0.0663
  Batch [1220/1299] D_loss: -0.1368, G_loss: 0.2712
  Batch [1230/1299] D_loss: -0.2745, G_loss: -0.4834
  Batch [1240/1299] D_loss: -0.0966, G_loss: -0.1847
  Batch [1250/1299] D_loss: -0.4910, G_loss: 0.7578
  Batch [1260/1299] D_loss: -0.3725, G_loss: -0.8712
  Batch [1270/1299] D_loss: -0.3539, G_loss: 0.0862
  Batch [1280/1299] D_loss: -0.3846, G_loss: 0.1700
  Batch [1290/1299] D_loss: -0.4157, G_loss: -1.7572

Epoch 51 Summary:
  Average D_loss: -0.1776
  Average G_loss: -0.0065

Models saved at epoch 51:
Generator: /Users/guyshani/Documents/PHD/Aim_2/10x_data_mouse/13_1_2025__normalized/saved_models/run_20250113_114232_dataset/generator_20250113_114232_dataset.pt
Discriminator: /Users/guyshani/Documents/PHD/Aim_2/10x_data_mouse/13_1_2025__normalized/saved_models/run_20250113_114232_dataset/discriminator_20250113_114232_dataset.pt

Epoch [52/200]
  Batch [0/1299] D_loss: -0.4768, G_loss: 0.7209
  Batch [10/1299] D_loss: -0.5483, G_loss: 1.0954
  Batch [20/1299] D_loss: -0.1866, G_loss: -0.5301
  Batch [30/1299] D_loss: -0.2198, G_loss: 0.5091
  Batch [40/1299] D_loss: -0.2997, G_loss: -0.6481
  Batch [50/1299] D_loss: -0.7108, G_loss: 0.7684
  Batch [60/1299] D_loss: -0.1083, G_loss: -0.2940
  Batch [70/1299] D_loss: -0.2666, G_loss: -0.3017
  Batch [80/1299] D_loss: -0.4286, G_loss: 0.1113
  Batch [90/1299] D_loss: -0.9327, G_loss: -0.7782
  Batch [100/1299] D_loss: -0.3595, G_loss: 0.4069
  Batch [110/1299] D_loss: -0.5928, G_loss: 1.1714
  Batch [120/1299] D_loss: -0.1205, G_loss: -0.3925
  Batch [130/1299] D_loss: -0.6461, G_loss: 1.0024
  Batch [140/1299] D_loss: -0.4900, G_loss: -0.4976
  Batch [150/1299] D_loss: -0.3913, G_loss: 0.2190
  Batch [160/1299] D_loss: -0.1345, G_loss: -0.5532
  Batch [170/1299] D_loss: -0.2215, G_loss: -0.0575
  Batch [180/1299] D_loss: -0.1861, G_loss: 0.2094
  Batch [190/1299] D_loss: -0.2956, G_loss: 1.2331
  Batch [200/1299] D_loss: -0.4596, G_loss: -0.1520
  Batch [210/1299] D_loss: -0.7478, G_loss: -0.0928
  Batch [220/1299] D_loss: -0.3686, G_loss: 0.6124
  Batch [230/1299] D_loss: -0.5052, G_loss: 0.7874
  Batch [240/1299] D_loss: -0.1190, G_loss: 0.4322
  Batch [250/1299] D_loss: -0.3611, G_loss: -1.3698
  Batch [260/1299] D_loss: -0.2721, G_loss: 0.0216
  Batch [270/1299] D_loss: -0.1040, G_loss: 0.6876
  Batch [280/1299] D_loss: -0.2992, G_loss: 0.7432
  Batch [290/1299] D_loss: -0.2469, G_loss: -0.3747
  Batch [300/1299] D_loss: -0.3051, G_loss: -0.5364
  Batch [310/1299] D_loss: -0.3674, G_loss: 0.0231
  Batch [320/1299] D_loss: -0.3321, G_loss: 0.2347
  Batch [330/1299] D_loss: -0.2924, G_loss: -0.4468
  Batch [340/1299] D_loss: -0.3948, G_loss: -0.8590
  Batch [350/1299] D_loss: -0.1734, G_loss: -1.1106
  Batch [360/1299] D_loss: -0.2369, G_loss: 0.5541
  Batch [370/1299] D_loss: 0.1085, G_loss: -0.9259
  Batch [380/1299] D_loss: -0.3979, G_loss: -0.1607
  Batch [390/1299] D_loss: -0.4505, G_loss: 1.0644
  Batch [400/1299] D_loss: -0.3430, G_loss: -0.8258
  Batch [410/1299] D_loss: -0.2974, G_loss: 0.0341
  Batch [420/1299] D_loss: -0.3197, G_loss: -0.5824
  Batch [430/1299] D_loss: -0.2258, G_loss: -0.2441
  Batch [440/1299] D_loss: -0.4482, G_loss: 0.2854
  Batch [450/1299] D_loss: -0.3834, G_loss: -0.4470
  Batch [460/1299] D_loss: -0.3436, G_loss: 0.2658
  Batch [470/1299] D_loss: -0.1585, G_loss: -0.2120
  Batch [480/1299] D_loss: -0.3799, G_loss: -0.4900
  Batch [490/1299] D_loss: -0.4492, G_loss: 0.0473
  Batch [500/1299] D_loss: -0.6402, G_loss: -1.0988
  Batch [510/1299] D_loss: -0.6370, G_loss: 1.1018
  Batch [520/1299] D_loss: -0.2115, G_loss: -1.3231
  Batch [530/1299] D_loss: -0.6460, G_loss: -0.8807
  Batch [540/1299] D_loss: -0.6233, G_loss: 1.3760
  Batch [550/1299] D_loss: -0.6059, G_loss: -0.4592
  Batch [560/1299] D_loss: -0.2111, G_loss: 0.2333
  Batch [570/1299] D_loss: -0.4366, G_loss: -1.2876
  Batch [580/1299] D_loss: -0.3551, G_loss: -0.7511
  Batch [590/1299] D_loss: -0.4151, G_loss: 1.1566
  Batch [600/1299] D_loss: -1.0155, G_loss: 0.1830
  Batch [610/1299] D_loss: -0.7556, G_loss: 0.3572
  Batch [620/1299] D_loss: 0.0432, G_loss: -1.3940
  Batch [630/1299] D_loss: -0.5253, G_loss: 1.5751
  Batch [640/1299] D_loss: -0.1699, G_loss: 0.2825
  Batch [650/1299] D_loss: -0.3439, G_loss: 0.1610
  Batch [660/1299] D_loss: -0.0318, G_loss: 0.6903
  Batch [670/1299] D_loss: -0.3266, G_loss: 0.7824
  Batch [680/1299] D_loss: -0.5512, G_loss: 0.9183
  Batch [690/1299] D_loss: -0.2162, G_loss: -0.4938
  Batch [700/1299] D_loss: -0.3863, G_loss: 0.4341
  Batch [710/1299] D_loss: -1.0552, G_loss: 1.7282
  Batch [720/1299] D_loss: -0.2135, G_loss: 0.8626
  Batch [730/1299] D_loss: -0.2108, G_loss: -0.5117
  Batch [740/1299] D_loss: -0.0162, G_loss: -0.2850
  Batch [750/1299] D_loss: -0.0765, G_loss: 1.0478
  Batch [760/1299] D_loss: -0.3557, G_loss: -0.4592
  Batch [770/1299] D_loss: -0.5298, G_loss: -0.8773
  Batch [780/1299] D_loss: -0.0268, G_loss: 1.0632
  Batch [790/1299] D_loss: 0.0581, G_loss: -0.3148
  Batch [800/1299] D_loss: -0.7625, G_loss: 0.4482
  Batch [810/1299] D_loss: -0.2163, G_loss: -0.5994
  Batch [820/1299] D_loss: -0.6978, G_loss: -1.6645
  Batch [830/1299] D_loss: -0.4040, G_loss: -0.2601
  Batch [840/1299] D_loss: -0.0674, G_loss: 1.2104
  Batch [850/1299] D_loss: -0.5137, G_loss: 0.4838
  Batch [860/1299] D_loss: -0.4031, G_loss: 1.2476
  Batch [870/1299] D_loss: -0.5817, G_loss: -1.8268
  Batch [880/1299] D_loss: -0.5201, G_loss: 0.5578
  Batch [890/1299] D_loss: -0.1647, G_loss: -1.1266
  Batch [900/1299] D_loss: -0.1965, G_loss: 0.0171
  Batch [910/1299] D_loss: -0.2873, G_loss: 0.3328
  Batch [920/1299] D_loss: -0.1964, G_loss: 1.8918
  Batch [930/1299] D_loss: -0.1133, G_loss: -0.3892
  Batch [940/1299] D_loss: -0.3993, G_loss: -1.2773
  Batch [950/1299] D_loss: -0.0385, G_loss: -1.2022
  Batch [960/1299] D_loss: -0.8265, G_loss: 1.4599
  Batch [970/1299] D_loss: -0.2887, G_loss: 1.1373
  Batch [980/1299] D_loss: -0.3772, G_loss: 0.6932
  Batch [990/1299] D_loss: -0.3746, G_loss: -0.8515
  Batch [1000/1299] D_loss: -0.8052, G_loss: 0.8292
  Batch [1010/1299] D_loss: -0.6522, G_loss: 0.5891
  Batch [1020/1299] D_loss: -0.1818, G_loss: -0.7731
  Batch [1030/1299] D_loss: -0.7265, G_loss: -0.7217
  Batch [1040/1299] D_loss: -0.5246, G_loss: 0.1268
  Batch [1050/1299] D_loss: -0.3026, G_loss: 0.1692
  Batch [1060/1299] D_loss: -0.1434, G_loss: 0.0083
  Batch [1070/1299] D_loss: -0.4818, G_loss: 0.5446
  Batch [1080/1299] D_loss: -0.0274, G_loss: 0.1202
  Batch [1090/1299] D_loss: -0.2000, G_loss: -0.3389
  Batch [1100/1299] D_loss: -0.5615, G_loss: -0.4016
  Batch [1110/1299] D_loss: -0.4318, G_loss: -0.2059
  Batch [1120/1299] D_loss: -0.4981, G_loss: 1.0092
  Batch [1130/1299] D_loss: -0.3237, G_loss: 0.4881
  Batch [1140/1299] D_loss: -0.3807, G_loss: -0.5146
  Batch [1150/1299] D_loss: -0.4930, G_loss: -0.6561
  Batch [1160/1299] D_loss: -0.5467, G_loss: 0.8955
  Batch [1170/1299] D_loss: -0.0508, G_loss: -0.0657
  Batch [1180/1299] D_loss: -0.2161, G_loss: -0.0132
  Batch [1190/1299] D_loss: -0.6665, G_loss: 0.8793
  Batch [1200/1299] D_loss: -0.3014, G_loss: -0.3233
  Batch [1210/1299] D_loss: -0.2356, G_loss: 0.8888
  Batch [1220/1299] D_loss: -0.2493, G_loss: -0.1464
  Batch [1230/1299] D_loss: -1.1823, G_loss: -1.3673
  Batch [1240/1299] D_loss: -0.6358, G_loss: -0.3791
  Batch [1250/1299] D_loss: -0.3326, G_loss: -0.1819
  Batch [1260/1299] D_loss: -0.9627, G_loss: 0.7410
  Batch [1270/1299] D_loss: -0.2174, G_loss: -0.2657
  Batch [1280/1299] D_loss: -0.4009, G_loss: 0.9810
  Batch [1290/1299] D_loss: -0.4547, G_loss: -0.3405

Epoch 52 Summary:
  Average D_loss: -0.1868
  Average G_loss: 0.0157

Epoch [53/200]
  Batch [0/1299] D_loss: -0.3397, G_loss: -0.0392
  Batch [10/1299] D_loss: -0.4162, G_loss: -0.1235
  Batch [20/1299] D_loss: -0.4203, G_loss: -0.6904
  Batch [30/1299] D_loss: -0.3251, G_loss: 0.2616
  Batch [40/1299] D_loss: -0.7388, G_loss: -0.3555
  Batch [50/1299] D_loss: -0.4690, G_loss: -1.0701
  Batch [60/1299] D_loss: -0.4696, G_loss: -0.8142
  Batch [70/1299] D_loss: 0.2394, G_loss: -0.7235
  Batch [80/1299] D_loss: -0.3024, G_loss: -0.6966
  Batch [90/1299] D_loss: -0.5282, G_loss: 0.7702
  Batch [100/1299] D_loss: -0.3189, G_loss: 0.2873
  Batch [110/1299] D_loss: -0.4938, G_loss: 0.3376
  Batch [120/1299] D_loss: -0.6869, G_loss: 0.2855
  Batch [130/1299] D_loss: -0.2476, G_loss: 0.1668
  Batch [140/1299] D_loss: -0.4311, G_loss: 0.3516
  Batch [150/1299] D_loss: -0.2995, G_loss: -0.3885
  Batch [160/1299] D_loss: -0.2651, G_loss: -0.3756
  Batch [170/1299] D_loss: -0.3059, G_loss: 0.4707
  Batch [180/1299] D_loss: -0.4278, G_loss: -0.4153
  Batch [190/1299] D_loss: -0.3423, G_loss: -0.9382
  Batch [200/1299] D_loss: -0.3679, G_loss: 0.1925
  Batch [210/1299] D_loss: -0.3127, G_loss: 0.2389
  Batch [220/1299] D_loss: -0.4942, G_loss: 1.1707
  Batch [230/1299] D_loss: -0.3571, G_loss: -0.2720
  Batch [240/1299] D_loss: -0.2318, G_loss: 0.9611
  Batch [250/1299] D_loss: 0.0192, G_loss: 0.1800
  Batch [260/1299] D_loss: -0.4932, G_loss: 0.6287
  Batch [270/1299] D_loss: -0.4495, G_loss: 1.2548
  Batch [280/1299] D_loss: -0.3160, G_loss: -1.7807
  Batch [290/1299] D_loss: -0.7191, G_loss: -0.7717
  Batch [300/1299] D_loss: -0.7266, G_loss: 0.3769
  Batch [310/1299] D_loss: -0.3126, G_loss: -1.3252
  Batch [320/1299] D_loss: -0.3598, G_loss: 0.9971
  Batch [330/1299] D_loss: -0.4626, G_loss: -0.4374
  Batch [340/1299] D_loss: -0.3356, G_loss: 0.6728
  Batch [350/1299] D_loss: -0.5188, G_loss: 0.6357
  Batch [360/1299] D_loss: -0.4674, G_loss: -0.1001
  Batch [370/1299] D_loss: -0.1469, G_loss: -0.2055
  Batch [380/1299] D_loss: -0.2658, G_loss: -1.0018
  Batch [390/1299] D_loss: -0.7548, G_loss: 0.9842
  Batch [400/1299] D_loss: -0.1801, G_loss: -0.8077
  Batch [410/1299] D_loss: -0.6724, G_loss: -0.4443
  Batch [420/1299] D_loss: -0.3234, G_loss: 0.0900
  Batch [430/1299] D_loss: -0.5554, G_loss: 0.7744
  Batch [440/1299] D_loss: 0.0338, G_loss: 0.5116
  Batch [450/1299] D_loss: -0.2557, G_loss: -0.4800
  Batch [460/1299] D_loss: -0.6063, G_loss: 0.9266
  Batch [470/1299] D_loss: -0.1902, G_loss: -0.8410
  Batch [480/1299] D_loss: -0.3673, G_loss: -0.2717
  Batch [490/1299] D_loss: -0.8025, G_loss: -0.0946
  Batch [500/1299] D_loss: -0.4886, G_loss: 1.1360
  Batch [510/1299] D_loss: -0.7356, G_loss: 0.5735
  Batch [520/1299] D_loss: -0.4230, G_loss: -0.7342
  Batch [530/1299] D_loss: -0.5241, G_loss: 1.5557
  Batch [540/1299] D_loss: -0.3723, G_loss: 1.5984
  Batch [550/1299] D_loss: -0.2240, G_loss: -0.4543
  Batch [560/1299] D_loss: -0.9776, G_loss: -1.6549
  Batch [570/1299] D_loss: -0.2013, G_loss: 1.1341
  Batch [580/1299] D_loss: -0.1783, G_loss: -0.0776
  Batch [590/1299] D_loss: -0.1518, G_loss: -1.1014
  Batch [600/1299] D_loss: -0.0545, G_loss: -0.1593
  Batch [610/1299] D_loss: -0.4455, G_loss: 0.6756
  Batch [620/1299] D_loss: -0.3086, G_loss: 0.1974
  Batch [630/1299] D_loss: -0.4218, G_loss: 0.0556
  Batch [640/1299] D_loss: -0.5408, G_loss: 0.3829
  Batch [650/1299] D_loss: -0.3244, G_loss: -0.1141
  Batch [660/1299] D_loss: -0.3558, G_loss: -0.9544
  Batch [670/1299] D_loss: -0.3929, G_loss: 0.3244
  Batch [680/1299] D_loss: -0.2081, G_loss: -0.2708
  Batch [690/1299] D_loss: -0.5002, G_loss: 0.1651
  Batch [700/1299] D_loss: -0.4909, G_loss: -0.9312
  Batch [710/1299] D_loss: -0.3931, G_loss: 0.6400
  Batch [720/1299] D_loss: -0.2211, G_loss: 0.2644
  Batch [730/1299] D_loss: -0.6040, G_loss: -0.8653
  Batch [740/1299] D_loss: -0.3989, G_loss: -0.3307
  Batch [750/1299] D_loss: -0.3974, G_loss: 0.9606
  Batch [760/1299] D_loss: -0.4849, G_loss: 0.5285
  Batch [770/1299] D_loss: -0.5860, G_loss: 0.1272
  Batch [780/1299] D_loss: -0.5072, G_loss: 0.7356
